卫星对,开始时间,结束时间
Satellite136-Satellite166,6 Jun 2025 18:00:08.584,6 Jun 2025 18:18:14.315,1085.731
Satellite136-Satellite166,6 Jun 2025 18:58:09.142,6 Jun 2025 19:16:14.871,1085.729
Satellite136-Satellite166,6 Jun 2025 19:56:09.697,6 Jun 2025 20:14:15.426,1085.729
Satellite136-Satellite166,6 Jun 2025 20:54:10.255,6 Jun 2025 21:12:15.982,1085.727
Satellite136-Satellite166,6 Jun 2025 21:52:10.810,6 Jun 2025 22:10:16.532,1085.722
Satellite136-Satellite166,6 Jun 2025 22:50:11.361,6 Jun 2025 23:08:17.090,1085.729
Satellite136-Satellite166,6 Jun 2025 23:48:11.916,7 Jun 2025 00:06:17.646,1085.73
Satellite136-Satellite166,7 Jun 2025 00:46:12.472,7 Jun 2025 01:04:18.204,1085.732
Satellite136-Satellite166,7 Jun 2025 01:44:13.027,7 Jun 2025 02:02:18.755,1085.728
Satellite136-Satellite166,7 Jun 2025 02:42:13.583,7 Jun 2025 03:00:19.314,1085.731
Satellite136-Satellite166,7 Jun 2025 03:40:14.141,7 Jun 2025 03:58:19.870,1085.729
Satellite141-Satellite142,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite141-Satellite146,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite141-Satellite151,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite141-Satellite155,6 Jun 2025 04:36:15.216,6 Jun 2025 04:37:52.129,96.913
Satellite141-Satellite155,6 Jun 2025 05:34:15.775,6 Jun 2025 05:35:52.681,96.906
Satellite141-Satellite155,6 Jun 2025 06:32:16.328,6 Jun 2025 06:33:53.238,96.91
Satellite141-Satellite155,6 Jun 2025 07:30:16.884,6 Jun 2025 07:31:53.795,96.911
Satellite141-Satellite155,6 Jun 2025 08:28:17.443,6 Jun 2025 08:29:54.346,96.903
Satellite141-Satellite155,6 Jun 2025 09:26:17.998,6 Jun 2025 09:27:54.906,96.908
Satellite141-Satellite155,6 Jun 2025 10:24:18.549,6 Jun 2025 10:25:55.462,96.913
Satellite141-Satellite155,6 Jun 2025 11:22:19.108,6 Jun 2025 11:23:56.013,96.905
Satellite141-Satellite155,6 Jun 2025 12:20:19.660,6 Jun 2025 12:21:56.572,96.912
Satellite141-Satellite155,6 Jun 2025 13:18:20.216,6 Jun 2025 13:19:57.129,96.913
Satellite141-Satellite155,6 Jun 2025 14:16:20.771,6 Jun 2025 14:17:57.683,96.912
Satellite141-Satellite155,6 Jun 2025 15:14:21.331,6 Jun 2025 15:15:58.239,96.908
Satellite141-Satellite155,6 Jun 2025 16:12:21.882,6 Jun 2025 16:13:58.795,96.913
Satellite141-Satellite155,6 Jun 2025 17:10:22.441,6 Jun 2025 17:11:59.346,96.905
Satellite141-Satellite155,6 Jun 2025 18:08:22.993,6 Jun 2025 18:09:59.906,96.913
Satellite141-Satellite155,6 Jun 2025 19:06:23.549,6 Jun 2025 19:08:00.462,96.913
Satellite141-Satellite155,6 Jun 2025 20:04:24.105,6 Jun 2025 20:06:01.016,96.911
Satellite141-Satellite155,6 Jun 2025 21:02:24.663,6 Jun 2025 21:04:01.572,96.909
Satellite141-Satellite155,6 Jun 2025 22:00:25.215,6 Jun 2025 22:02:02.128,96.913
Satellite141-Satellite155,6 Jun 2025 22:58:25.773,6 Jun 2025 23:00:02.679,96.906
Satellite141-Satellite155,6 Jun 2025 23:56:26.326,6 Jun 2025 23:58:03.239,96.913
Satellite141-Satellite155,7 Jun 2025 00:54:26.886,7 Jun 2025 00:56:03.795,96.909
Satellite141-Satellite155,7 Jun 2025 01:52:27.437,7 Jun 2025 01:54:04.349,96.912
Satellite141-Satellite155,7 Jun 2025 02:50:27.993,7 Jun 2025 02:52:04.905,96.912
Satellite141-Satellite155,7 Jun 2025 03:48:28.548,7 Jun 2025 03:50:05.461,96.913
Satellite141-Satellite156,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite141-Satellite161,6 Jun 2025 04:06:38.078,6 Jun 2025 04:25:35.533,1137.455
Satellite141-Satellite161,6 Jun 2025 05:04:38.629,6 Jun 2025 05:23:36.088,1137.459
Satellite141-Satellite161,6 Jun 2025 06:02:39.189,6 Jun 2025 06:21:36.647,1137.458
Satellite141-Satellite161,6 Jun 2025 07:00:39.740,6 Jun 2025 07:19:37.199,1137.459
Satellite141-Satellite161,6 Jun 2025 07:58:40.300,6 Jun 2025 08:17:37.755,1137.455
Satellite141-Satellite161,6 Jun 2025 08:56:40.855,6 Jun 2025 09:15:38.315,1137.46
Satellite141-Satellite161,6 Jun 2025 09:54:41.406,6 Jun 2025 10:13:38.866,1137.46
Satellite141-Satellite161,6 Jun 2025 10:52:41.966,6 Jun 2025 11:11:39.422,1137.456
Satellite141-Satellite161,6 Jun 2025 11:50:42.522,6 Jun 2025 12:09:39.981,1137.459
Satellite141-Satellite161,6 Jun 2025 12:48:43.073,6 Jun 2025 13:07:40.532,1137.459
Satellite141-Satellite161,6 Jun 2025 13:46:43.633,6 Jun 2025 14:05:41.092,1137.459
Satellite141-Satellite161,6 Jun 2025 14:44:44.184,6 Jun 2025 15:03:41.648,1137.464
Satellite141-Satellite161,6 Jun 2025 15:42:44.739,6 Jun 2025 16:01:42.198,1137.459
Satellite141-Satellite161,6 Jun 2025 16:40:45.299,6 Jun 2025 16:59:42.754,1137.455
Satellite141-Satellite161,6 Jun 2025 17:38:45.850,6 Jun 2025 17:57:43.314,1137.464
Satellite141-Satellite161,6 Jun 2025 18:36:46.406,6 Jun 2025 18:55:43.865,1137.459
Satellite141-Satellite161,6 Jun 2025 19:34:46.966,6 Jun 2025 19:53:44.421,1137.455
Satellite141-Satellite161,6 Jun 2025 20:32:47.517,6 Jun 2025 20:51:44.976,1137.459
Satellite141-Satellite161,6 Jun 2025 21:30:48.077,6 Jun 2025 21:49:45.536,1137.459
Satellite141-Satellite161,6 Jun 2025 22:28:48.628,6 Jun 2025 22:47:46.087,1137.459
Satellite141-Satellite161,6 Jun 2025 23:26:49.188,6 Jun 2025 23:45:46.643,1137.455
Satellite141-Satellite161,7 Jun 2025 00:24:49.739,7 Jun 2025 00:43:47.202,1137.463
Satellite141-Satellite161,7 Jun 2025 01:22:50.294,7 Jun 2025 01:41:47.753,1137.459
Satellite141-Satellite161,7 Jun 2025 02:20:50.854,7 Jun 2025 02:39:48.313,1137.459
Satellite141-Satellite161,7 Jun 2025 03:18:51.405,7 Jun 2025 03:37:48.869,1137.464
Satellite141-Satellite164,6 Jun 2025 04:35:13.067,6 Jun 2025 04:55:01.101,1188.034
Satellite141-Satellite164,6 Jun 2025 05:33:13.621,6 Jun 2025 05:53:01.656,1188.035
Satellite141-Satellite164,6 Jun 2025 06:31:14.176,6 Jun 2025 06:51:02.212,1188.036
Satellite141-Satellite164,6 Jun 2025 07:29:14.732,6 Jun 2025 07:49:02.767,1188.035
Satellite141-Satellite164,6 Jun 2025 08:27:15.292,6 Jun 2025 08:47:03.319,1188.027
Satellite141-Satellite164,6 Jun 2025 09:25:15.846,6 Jun 2025 09:45:03.879,1188.033
Satellite141-Satellite164,6 Jun 2025 10:23:16.399,6 Jun 2025 10:43:04.434,1188.035
Satellite141-Satellite164,6 Jun 2025 11:21:16.957,6 Jun 2025 11:41:04.990,1188.033
Satellite141-Satellite164,6 Jun 2025 12:19:17.509,6 Jun 2025 12:39:05.542,1188.033
Satellite141-Satellite164,6 Jun 2025 13:17:18.064,6 Jun 2025 13:37:06.100,1188.036
Satellite141-Satellite164,6 Jun 2025 14:15:18.620,6 Jun 2025 14:35:06.651,1188.031
Satellite141-Satellite164,6 Jun 2025 15:13:19.179,6 Jun 2025 15:33:07.212,1188.033
Satellite141-Satellite164,6 Jun 2025 16:11:19.731,6 Jun 2025 16:31:07.767,1188.036
Satellite141-Satellite164,6 Jun 2025 17:09:20.287,6 Jun 2025 17:29:08.323,1188.036
Satellite141-Satellite164,6 Jun 2025 18:07:20.842,6 Jun 2025 18:27:08.876,1188.034
Satellite141-Satellite164,6 Jun 2025 19:05:21.397,6 Jun 2025 19:25:09.433,1188.036
Satellite141-Satellite164,6 Jun 2025 20:03:21.953,6 Jun 2025 20:23:09.989,1188.036
Satellite141-Satellite164,6 Jun 2025 21:01:22.513,6 Jun 2025 21:21:10.540,1188.027
Satellite141-Satellite164,6 Jun 2025 21:59:23.068,6 Jun 2025 22:19:11.100,1188.032
Satellite141-Satellite164,6 Jun 2025 22:57:23.621,6 Jun 2025 23:17:11.655,1188.034
Satellite141-Satellite164,6 Jun 2025 23:55:24.177,7 Jun 2025 00:15:12.211,1188.034
Satellite141-Satellite164,7 Jun 2025 00:53:24.730,7 Jun 2025 01:13:12.763,1188.033
Satellite141-Satellite164,7 Jun 2025 01:51:25.286,7 Jun 2025 02:11:13.321,1188.035
Satellite141-Satellite164,7 Jun 2025 02:49:25.841,7 Jun 2025 03:09:13.873,1188.032
Satellite141-Satellite164,7 Jun 2025 03:47:26.400,7 Jun 2025 04:00:00.000,753.6
Satellite141-Satellite165,6 Jun 2025 04:20:28.475,6 Jun 2025 04:50:25.507,1797.032
Satellite141-Satellite165,6 Jun 2025 05:18:29.031,6 Jun 2025 05:48:26.065,1797.034
Satellite141-Satellite165,6 Jun 2025 06:16:29.582,6 Jun 2025 06:46:26.618,1797.036
Satellite141-Satellite165,6 Jun 2025 07:14:30.139,6 Jun 2025 07:44:27.172,1797.033
Satellite141-Satellite165,6 Jun 2025 08:12:30.697,6 Jun 2025 08:42:27.729,1797.032
Satellite141-Satellite165,6 Jun 2025 09:10:31.253,6 Jun 2025 09:40:28.287,1797.034
Satellite141-Satellite165,6 Jun 2025 10:08:31.804,6 Jun 2025 10:38:28.839,1797.035
Satellite141-Satellite165,6 Jun 2025 11:06:32.361,6 Jun 2025 11:36:29.394,1797.033
Satellite141-Satellite165,6 Jun 2025 12:04:32.919,6 Jun 2025 12:34:29.951,1797.032
Satellite141-Satellite165,6 Jun 2025 13:02:33.475,6 Jun 2025 13:32:30.509,1797.034
Satellite141-Satellite165,6 Jun 2025 14:00:34.026,6 Jun 2025 14:30:31.061,1797.035
Satellite141-Satellite165,6 Jun 2025 14:58:34.583,6 Jun 2025 15:28:31.616,1797.033
Satellite141-Satellite165,6 Jun 2025 15:56:35.140,6 Jun 2025 16:26:32.173,1797.033
Satellite141-Satellite165,6 Jun 2025 16:54:35.697,6 Jun 2025 17:24:32.731,1797.034
Satellite141-Satellite165,6 Jun 2025 17:52:36.248,6 Jun 2025 18:22:33.283,1797.035
Satellite141-Satellite165,6 Jun 2025 18:50:36.805,6 Jun 2025 19:20:33.838,1797.033
Satellite141-Satellite165,6 Jun 2025 19:48:37.362,6 Jun 2025 20:18:34.395,1797.033
Satellite141-Satellite165,6 Jun 2025 20:46:37.919,6 Jun 2025 21:16:34.953,1797.034
Satellite141-Satellite165,6 Jun 2025 21:44:38.470,6 Jun 2025 22:14:35.505,1797.035
Satellite141-Satellite165,6 Jun 2025 22:42:39.026,6 Jun 2025 23:12:36.060,1797.034
Satellite141-Satellite165,6 Jun 2025 23:40:39.584,7 Jun 2025 00:10:36.617,1797.033
Satellite141-Satellite165,7 Jun 2025 00:38:40.141,7 Jun 2025 01:08:37.175,1797.034
Satellite141-Satellite165,7 Jun 2025 01:36:40.692,7 Jun 2025 02:06:37.727,1797.035
Satellite141-Satellite165,7 Jun 2025 02:34:41.248,7 Jun 2025 03:04:38.282,1797.034
Satellite141-Satellite165,7 Jun 2025 03:32:41.806,7 Jun 2025 04:00:00.000,1638.194
Satellite141-Satellite166,6 Jun 2025 04:11:00.583,6 Jun 2025 04:40:33.213,1772.63
Satellite141-Satellite166,6 Jun 2025 05:09:01.138,6 Jun 2025 05:38:33.769,1772.631
Satellite141-Satellite166,6 Jun 2025 06:07:01.694,6 Jun 2025 06:36:34.324,1772.63
Satellite141-Satellite166,6 Jun 2025 07:05:02.249,6 Jun 2025 07:34:34.880,1772.631
Satellite141-Satellite166,6 Jun 2025 08:03:02.805,6 Jun 2025 08:32:35.435,1772.63
Satellite141-Satellite166,6 Jun 2025 09:01:03.360,6 Jun 2025 09:30:35.990,1772.63
Satellite141-Satellite166,6 Jun 2025 09:59:03.916,6 Jun 2025 10:28:36.546,1772.63
Satellite141-Satellite166,6 Jun 2025 10:57:04.471,6 Jun 2025 11:26:37.101,1772.63
Satellite141-Satellite166,6 Jun 2025 11:55:05.027,6 Jun 2025 12:24:37.657,1772.63
Satellite141-Satellite166,6 Jun 2025 12:53:05.582,6 Jun 2025 13:22:38.212,1772.63
Satellite141-Satellite166,6 Jun 2025 13:51:06.138,6 Jun 2025 14:20:38.768,1772.63
Satellite141-Satellite166,6 Jun 2025 14:49:06.693,6 Jun 2025 15:18:39.323,1772.63
Satellite141-Satellite166,6 Jun 2025 15:47:07.249,6 Jun 2025 16:16:39.879,1772.63
Satellite141-Satellite166,6 Jun 2025 16:45:07.804,6 Jun 2025 17:14:40.434,1772.63
Satellite141-Satellite166,6 Jun 2025 17:43:08.360,6 Jun 2025 18:12:40.990,1772.63
Satellite141-Satellite166,6 Jun 2025 18:41:08.915,6 Jun 2025 19:10:41.545,1772.63
Satellite141-Satellite166,6 Jun 2025 19:39:09.471,6 Jun 2025 20:08:42.101,1772.63
Satellite141-Satellite166,6 Jun 2025 20:37:10.026,6 Jun 2025 21:06:42.656,1772.63
Satellite141-Satellite166,6 Jun 2025 21:35:10.582,6 Jun 2025 22:04:43.212,1772.63
Satellite141-Satellite166,6 Jun 2025 22:33:11.137,6 Jun 2025 23:02:43.767,1772.63
Satellite141-Satellite166,6 Jun 2025 23:31:11.692,7 Jun 2025 00:00:44.323,1772.631
Satellite141-Satellite166,7 Jun 2025 00:29:12.248,7 Jun 2025 00:58:44.878,1772.63
Satellite141-Satellite166,7 Jun 2025 01:27:12.803,7 Jun 2025 01:56:45.434,1772.631
Satellite141-Satellite166,7 Jun 2025 02:25:13.359,7 Jun 2025 02:54:45.989,1772.63
Satellite141-Satellite166,7 Jun 2025 03:23:13.914,7 Jun 2025 03:52:46.544,1772.63
Satellite142-Satellite143,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite142-Satellite151,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite142-Satellite152,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite142-Satellite156,6 Jun 2025 04:16:55.035,6 Jun 2025 04:18:31.943,96.908
Satellite142-Satellite156,6 Jun 2025 05:14:55.589,6 Jun 2025 05:16:32.499,96.91
Satellite142-Satellite156,6 Jun 2025 06:12:56.147,6 Jun 2025 06:14:33.052,96.905
Satellite142-Satellite156,6 Jun 2025 07:10:56.698,6 Jun 2025 07:12:33.610,96.912
Satellite142-Satellite156,6 Jun 2025 08:08:57.253,6 Jun 2025 08:10:34.166,96.913
Satellite142-Satellite156,6 Jun 2025 09:06:57.813,6 Jun 2025 09:08:34.721,96.908
Satellite142-Satellite156,6 Jun 2025 10:04:58.368,6 Jun 2025 10:06:35.275,96.907
Satellite142-Satellite156,6 Jun 2025 11:02:58.921,6 Jun 2025 11:04:35.832,96.911
Satellite142-Satellite156,6 Jun 2025 12:00:59.479,6 Jun 2025 12:02:36.385,96.906
Satellite142-Satellite156,6 Jun 2025 12:59:00.030,6 Jun 2025 13:00:36.943,96.913
Satellite142-Satellite156,6 Jun 2025 13:57:00.586,6 Jun 2025 13:58:37.499,96.913
Satellite142-Satellite156,6 Jun 2025 14:55:01.146,6 Jun 2025 14:56:38.051,96.905
Satellite142-Satellite156,6 Jun 2025 15:53:01.701,6 Jun 2025 15:54:38.609,96.908
Satellite142-Satellite156,6 Jun 2025 16:51:02.253,6 Jun 2025 16:52:39.165,96.912
Satellite142-Satellite156,6 Jun 2025 17:49:02.812,6 Jun 2025 17:50:39.718,96.906
Satellite142-Satellite156,6 Jun 2025 18:47:03.363,6 Jun 2025 18:48:40.276,96.913
Satellite142-Satellite156,6 Jun 2025 19:45:03.919,6 Jun 2025 19:46:40.832,96.913
Satellite142-Satellite156,6 Jun 2025 20:43:04.478,6 Jun 2025 20:44:41.386,96.908
Satellite142-Satellite156,6 Jun 2025 21:41:05.034,6 Jun 2025 21:42:41.942,96.908
Satellite142-Satellite156,6 Jun 2025 22:39:05.586,6 Jun 2025 22:40:42.498,96.912
Satellite142-Satellite156,6 Jun 2025 23:37:06.145,6 Jun 2025 23:38:43.050,96.905
Satellite142-Satellite156,7 Jun 2025 00:35:06.696,7 Jun 2025 00:36:43.609,96.913
Satellite142-Satellite156,7 Jun 2025 01:33:07.252,7 Jun 2025 01:34:44.165,96.913
Satellite142-Satellite156,7 Jun 2025 02:31:07.811,7 Jun 2025 02:32:44.715,96.904
Satellite142-Satellite156,7 Jun 2025 03:29:08.367,7 Jun 2025 03:30:45.275,96.908
Satellite142-Satellite161,6 Jun 2025 04:00:00.000,6 Jun 2025 04:21:13.025,1273.025
Satellite142-Satellite161,6 Jun 2025 04:49:40.954,6 Jun 2025 05:19:13.583,1772.629
Satellite142-Satellite161,6 Jun 2025 05:47:41.509,6 Jun 2025 06:17:14.139,1772.63
Satellite142-Satellite161,6 Jun 2025 06:45:42.064,6 Jun 2025 07:15:14.694,1772.63
Satellite142-Satellite161,6 Jun 2025 07:43:42.620,6 Jun 2025 08:13:15.250,1772.63
Satellite142-Satellite161,6 Jun 2025 08:41:43.175,6 Jun 2025 09:11:15.805,1772.63
Satellite142-Satellite161,6 Jun 2025 09:39:43.731,6 Jun 2025 10:09:16.361,1772.63
Satellite142-Satellite161,6 Jun 2025 10:37:44.286,6 Jun 2025 11:07:16.916,1772.63
Satellite142-Satellite161,6 Jun 2025 11:35:44.842,6 Jun 2025 12:05:17.472,1772.63
Satellite142-Satellite161,6 Jun 2025 12:33:45.397,6 Jun 2025 13:03:18.027,1772.63
Satellite142-Satellite161,6 Jun 2025 13:31:45.953,6 Jun 2025 14:01:18.583,1772.63
Satellite142-Satellite161,6 Jun 2025 14:29:46.508,6 Jun 2025 14:59:19.138,1772.63
Satellite142-Satellite161,6 Jun 2025 15:27:47.064,6 Jun 2025 15:57:19.694,1772.63
Satellite142-Satellite161,6 Jun 2025 16:25:47.619,6 Jun 2025 16:55:20.249,1772.63
Satellite142-Satellite161,6 Jun 2025 17:23:48.174,6 Jun 2025 17:53:20.805,1772.631
Satellite142-Satellite161,6 Jun 2025 18:21:48.730,6 Jun 2025 18:51:21.360,1772.63
Satellite142-Satellite161,6 Jun 2025 19:19:49.285,6 Jun 2025 19:49:21.916,1772.631
Satellite142-Satellite161,6 Jun 2025 20:17:49.841,6 Jun 2025 20:47:22.471,1772.63
Satellite142-Satellite161,6 Jun 2025 21:15:50.396,6 Jun 2025 21:45:23.026,1772.63
Satellite142-Satellite161,6 Jun 2025 22:13:50.952,6 Jun 2025 22:43:23.582,1772.63
Satellite142-Satellite161,6 Jun 2025 23:11:51.507,6 Jun 2025 23:41:24.137,1772.63
Satellite142-Satellite161,7 Jun 2025 00:09:52.063,7 Jun 2025 00:39:24.693,1772.63
Satellite142-Satellite161,7 Jun 2025 01:07:52.618,7 Jun 2025 01:37:25.248,1772.63
Satellite142-Satellite161,7 Jun 2025 02:05:53.174,7 Jun 2025 02:35:25.804,1772.63
Satellite142-Satellite161,7 Jun 2025 03:03:53.729,7 Jun 2025 03:33:26.359,1772.63
Satellite142-Satellite162,6 Jun 2025 04:00:00.000,6 Jun 2025 04:06:15.348,375.348
Satellite142-Satellite162,6 Jun 2025 04:45:18.449,6 Jun 2025 05:04:15.908,1137.459
Satellite142-Satellite162,6 Jun 2025 05:43:18.999,6 Jun 2025 06:02:16.458,1137.459
Satellite142-Satellite162,6 Jun 2025 06:41:19.559,6 Jun 2025 07:00:17.014,1137.455
Satellite142-Satellite162,6 Jun 2025 07:39:20.115,6 Jun 2025 07:58:17.574,1137.459
Satellite142-Satellite162,6 Jun 2025 08:37:20.666,6 Jun 2025 08:56:18.125,1137.459
Satellite142-Satellite162,6 Jun 2025 09:35:21.226,6 Jun 2025 09:54:18.685,1137.459
Satellite142-Satellite162,6 Jun 2025 10:33:21.777,6 Jun 2025 10:52:19.241,1137.464
Satellite142-Satellite162,6 Jun 2025 11:31:22.332,6 Jun 2025 11:50:19.791,1137.459
Satellite142-Satellite162,6 Jun 2025 12:29:22.892,6 Jun 2025 12:48:20.347,1137.455
Satellite142-Satellite162,6 Jun 2025 13:27:23.443,6 Jun 2025 13:46:20.907,1137.464
Satellite142-Satellite162,6 Jun 2025 14:25:23.999,6 Jun 2025 14:44:21.458,1137.459
Satellite142-Satellite162,6 Jun 2025 15:23:24.559,6 Jun 2025 15:42:22.014,1137.455
Satellite142-Satellite162,6 Jun 2025 16:21:25.110,6 Jun 2025 16:40:22.569,1137.459
Satellite142-Satellite162,6 Jun 2025 17:19:25.670,6 Jun 2025 17:38:23.129,1137.459
Satellite142-Satellite162,6 Jun 2025 18:17:26.220,6 Jun 2025 18:36:23.680,1137.46
Satellite142-Satellite162,6 Jun 2025 19:15:26.781,6 Jun 2025 19:34:24.236,1137.455
Satellite142-Satellite162,6 Jun 2025 20:13:27.332,6 Jun 2025 20:32:24.795,1137.463
Satellite142-Satellite162,6 Jun 2025 21:11:27.887,6 Jun 2025 21:30:25.346,1137.459
Satellite142-Satellite162,6 Jun 2025 22:09:28.447,6 Jun 2025 22:28:25.906,1137.459
Satellite142-Satellite162,6 Jun 2025 23:07:28.998,6 Jun 2025 23:26:26.462,1137.464
Satellite142-Satellite162,7 Jun 2025 00:05:29.553,7 Jun 2025 00:24:27.012,1137.459
Satellite142-Satellite162,7 Jun 2025 01:03:30.113,7 Jun 2025 01:22:27.568,1137.455
Satellite142-Satellite162,7 Jun 2025 02:01:30.664,7 Jun 2025 02:20:28.128,1137.464
Satellite142-Satellite162,7 Jun 2025 02:59:31.220,7 Jun 2025 03:18:28.679,1137.459
Satellite142-Satellite162,7 Jun 2025 03:57:31.780,7 Jun 2025 04:00:00.000,148.22
Satellite142-Satellite165,6 Jun 2025 04:15:52.880,6 Jun 2025 04:35:40.916,1188.036
Satellite142-Satellite165,6 Jun 2025 05:13:53.436,6 Jun 2025 05:33:41.467,1188.031
Satellite142-Satellite165,6 Jun 2025 06:11:53.995,6 Jun 2025 06:31:42.027,1188.032
Satellite142-Satellite165,6 Jun 2025 07:09:54.547,6 Jun 2025 07:29:42.583,1188.036
Satellite142-Satellite165,6 Jun 2025 08:07:55.103,6 Jun 2025 08:27:43.138,1188.035
Satellite142-Satellite165,6 Jun 2025 09:05:55.657,6 Jun 2025 09:25:43.692,1188.035
Satellite142-Satellite165,6 Jun 2025 10:03:56.213,6 Jun 2025 10:23:44.249,1188.036
Satellite142-Satellite165,6 Jun 2025 11:01:56.768,6 Jun 2025 11:21:44.804,1188.036
Satellite142-Satellite165,6 Jun 2025 11:59:57.329,6 Jun 2025 12:19:45.355,1188.026
Satellite142-Satellite165,6 Jun 2025 12:57:57.882,6 Jun 2025 13:17:45.915,1188.033
Satellite142-Satellite165,6 Jun 2025 13:55:58.436,6 Jun 2025 14:15:46.471,1188.035
Satellite142-Satellite165,6 Jun 2025 14:53:58.993,6 Jun 2025 15:13:47.026,1188.033
Satellite142-Satellite165,6 Jun 2025 15:51:59.546,6 Jun 2025 16:11:47.578,1188.032
Satellite142-Satellite165,6 Jun 2025 16:50:00.101,6 Jun 2025 17:09:48.137,1188.036
Satellite142-Satellite165,6 Jun 2025 17:48:00.657,6 Jun 2025 18:07:48.688,1188.031
Satellite142-Satellite165,6 Jun 2025 18:46:01.215,6 Jun 2025 19:05:49.248,1188.033
Satellite142-Satellite165,6 Jun 2025 19:44:01.768,6 Jun 2025 20:03:49.804,1188.036
Satellite142-Satellite165,6 Jun 2025 20:42:02.324,6 Jun 2025 21:01:50.359,1188.035
Satellite142-Satellite165,6 Jun 2025 21:40:02.879,6 Jun 2025 21:59:50.913,1188.034
Satellite142-Satellite165,6 Jun 2025 22:38:03.434,6 Jun 2025 22:57:51.470,1188.036
Satellite142-Satellite165,6 Jun 2025 23:36:03.990,6 Jun 2025 23:55:52.026,1188.036
Satellite142-Satellite165,7 Jun 2025 00:34:04.550,7 Jun 2025 00:53:52.576,1188.026
Satellite142-Satellite165,7 Jun 2025 01:32:05.104,7 Jun 2025 01:51:53.137,1188.033
Satellite142-Satellite165,7 Jun 2025 02:30:05.657,7 Jun 2025 02:49:53.692,1188.035
Satellite142-Satellite165,7 Jun 2025 03:28:06.213,7 Jun 2025 03:47:54.248,1188.035
Satellite142-Satellite166,6 Jun 2025 04:01:08.291,6 Jun 2025 04:31:05.324,1797.033
Satellite142-Satellite166,6 Jun 2025 04:59:08.842,6 Jun 2025 05:29:05.877,1797.035
Satellite142-Satellite166,6 Jun 2025 05:57:09.398,6 Jun 2025 06:27:06.432,1797.034
Satellite142-Satellite166,6 Jun 2025 06:55:09.956,6 Jun 2025 07:25:06.988,1797.032
Satellite142-Satellite166,6 Jun 2025 07:53:10.513,6 Jun 2025 08:23:07.546,1797.033
Satellite142-Satellite166,6 Jun 2025 08:51:11.064,6 Jun 2025 09:21:08.099,1797.035
Satellite142-Satellite166,6 Jun 2025 09:49:11.620,6 Jun 2025 10:19:08.654,1797.034
Satellite142-Satellite166,6 Jun 2025 10:47:12.178,6 Jun 2025 11:17:09.210,1797.032
Satellite142-Satellite166,6 Jun 2025 11:45:12.735,6 Jun 2025 12:15:09.768,1797.033
Satellite142-Satellite166,6 Jun 2025 12:43:13.286,6 Jun 2025 13:13:10.320,1797.034
Satellite142-Satellite166,6 Jun 2025 13:41:13.842,6 Jun 2025 14:11:10.875,1797.033
Satellite142-Satellite166,6 Jun 2025 14:39:14.400,6 Jun 2025 15:09:11.432,1797.032
Satellite142-Satellite166,6 Jun 2025 15:37:14.957,6 Jun 2025 16:07:11.990,1797.033
Satellite142-Satellite166,6 Jun 2025 16:35:15.507,6 Jun 2025 17:05:12.542,1797.035
Satellite142-Satellite166,6 Jun 2025 17:33:16.064,6 Jun 2025 18:03:13.097,1797.033
Satellite142-Satellite166,6 Jun 2025 18:31:16.622,6 Jun 2025 19:01:13.654,1797.032
Satellite142-Satellite166,6 Jun 2025 19:29:17.178,6 Jun 2025 19:59:14.212,1797.034
Satellite142-Satellite166,6 Jun 2025 20:27:17.729,6 Jun 2025 20:57:14.764,1797.035
Satellite142-Satellite166,6 Jun 2025 21:25:18.286,6 Jun 2025 21:55:15.319,1797.033
Satellite142-Satellite166,6 Jun 2025 22:23:18.844,6 Jun 2025 22:53:15.876,1797.032
Satellite142-Satellite166,6 Jun 2025 23:21:19.400,6 Jun 2025 23:51:16.434,1797.034
Satellite142-Satellite166,7 Jun 2025 00:19:19.951,7 Jun 2025 00:49:16.986,1797.035
Satellite142-Satellite166,7 Jun 2025 01:17:20.508,7 Jun 2025 01:47:17.541,1797.033
Satellite142-Satellite166,7 Jun 2025 02:15:21.066,7 Jun 2025 02:45:18.098,1797.032
Satellite142-Satellite166,7 Jun 2025 03:13:21.622,7 Jun 2025 03:43:18.656,1797.034
Satellite143-Satellite144,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite143-Satellite151,6 Jun 2025 04:55:35.402,6 Jun 2025 04:57:12.314,96.912
Satellite143-Satellite151,6 Jun 2025 05:53:35.962,6 Jun 2025 05:55:12.869,96.907
Satellite143-Satellite151,6 Jun 2025 06:51:36.512,6 Jun 2025 06:53:13.423,96.911
Satellite143-Satellite151,6 Jun 2025 07:49:37.068,6 Jun 2025 07:51:13.981,96.913
Satellite143-Satellite151,6 Jun 2025 08:47:37.627,6 Jun 2025 08:49:14.532,96.905
